date,time,occupancy
07/26/05,19:30:00,88
07/26/05,20:00:00,78
07/26/05,20:30:00,67
07/26/05,21:00:00,55
07/26/05,21:30:00,44
07/26/05,22:00:00,33
07/26/05,22:30:00,23
07/26/05,23:00:00,11
07/26/05,23:30:00,0
07/27/05,00:00:00,0
07/27/05,00:30:00,0
07/27/05,01:00:00,0
07/27/05,01:30:00,0
07/27/05,02:00:00,0
07/27/05,02:30:00,0
07/27/05,03:00:00,0
07/27/05,03:30:00,1
07/27/05,04:00:00,1
07/27/05,04:30:00,2
07/27/05,05:00:00,3
07/27/05,05:30:00,4
07/27/05,06:00:00,4
07/27/05,06:30:00,5
07/27/05,07:00:00,5
07/27/05,07:30:00,7
07/27/05,08:00:00,8
07/27/05,08:30:00,15
07/27/05,09:00:00,18
07/27/05,09:30:00,26
07/27/05,10:00:00,34
07/27/05,10:30:00,49
07/27/05,11:00:00,69
07/27/05,11:30:00,73
07/27/05,12:00:00,81
07/27/05,12:30:00,96
07/27/05,13:00:00,104
07/27/05,13:30:00,110
07/27/05,14:00:00,115
07/27/05,14:30:00,125
07/27/05,15:00:00,135
07/27/05,15:30:00,145
07/27/05,16:00:00,153
07/27/05,16:30:00,162
07/27/05,17:00:00,168
07/27/05,17:30:00,170
07/27/05,18:00:00,171
07/27/05,18:30:00,156
07/27/05,19:00:00,142
07/27/05,19:30:00,127
07/27/05,20:00:00,113
07/27/05,20:30:00,98
07/27/05,21:00:00,82
07/27/05,21:30:00,66
07/27/05,22:00:00,49
07/27/05,22:30:00,32
07/27/05,23:00:00,15
07/27/05,23:30:00,0
07/28/05,00:00:00,0
07/28/05,00:30:00,0
07/28/05,01:00:00,0
07/28/05,01:30:00,0
07/28/05,02:00:00,0
07/28/05,02:30:00,0
07/28/05,03:00:00,0
07/28/05,03:30:00,0
07/28/05,04:00:00,0
07/28/05,04:30:00,0
07/28/05,05:00:00,0
07/28/05,05:30:00,0
07/28/05,06:00:00,0
07/28/05,06:30:00,0
07/28/05,07:00:00,2
07/28/05,07:30:00,3
07/28/05,08:00:00,5
07/28/05,08:30:00,6
07/28/05,09:00:00,11
07/28/05,09:30:00,22
07/28/05,10:00:00,28
07/28/05,10:30:00,34
07/28/05,11:00:00,44
07/28/05,11:30:00,52
07/28/05,12:00:00,59
07/28/05,12:30:00,73
07/28/05,13:00:00,91
07/28/05,13:30:00,103
07/28/05,14:00:00,109
07/28/05,14:30:00,121
07/28/05,15:00:00,130
07/28/05,15:30:00,138
07/28/05,16:00:00,145
07/28/05,16:30:00,153
07/28/05,17:00:00,158
07/28/05,17:30:00,165
07/28/05,18:00:00,169
07/28/05,18:30:00,155
07/28/05,19:00:00,145
07/28/05,19:30:00,130
07/28/05,20:00:00,115
07/28/05,20:30:00,99
07/28/05,21:00:00,83
07/28/05,21:30:00,66
07/28/05,22:00:00,50
07/28/05,22:30:00,34
07/28/05,23:00:00,17
07/28/05,23:30:00,0
07/29/05,00:00:00,0
07/29/05,00:30:00,0
07/29/05,01:00:00,0
07/29/05,01:30:00,0
07/29/05,02:00:00,0
07/29/05,02:30:00,0
07/29/05,03:00:00,0
07/29/05,03:30:00,0
07/29/05,04:00:00,0
07/29/05,04:30:00,0
07/29/05,05:00:00,0
07/29/05,05:30:00,0
07/29/05,06:00:00,0
07/29/05,06:30:00,0
07/29/05,07:00:00,0
07/29/05,07:30:00,0
07/29/05,08:00:00,3
07/29/05,08:30:00,6
07/29/05,09:00:00,12
07/29/05,09:30:00,19
07/29/05,10:00:00,31
07/29/05,10:30:00,42
07/29/05,11:00:00,49
07/29/05,11:30:00,62
07/29/05,12:00:00,75
07/29/05,12:30:00,84
07/29/05,13:00:00,94
07/29/05,13:30:00,106
07/29/05,14:00:00,112
07/29/05,14:30:00,115
07/29/05,15:00:00,122
07/29/05,15:30:00,127
07/29/05,16:00:00,131
07/29/05,16:30:00,140
07/29/05,17:00:00,144
07/29/05,17:30:00,145
07/29/05,18:00:00,148
07/29/05,18:30:00,137
07/29/05,19:00:00,123
07/29/05,19:30:00,110
07/29/05,20:00:00,98
07/29/05,20:30:00,85
07/29/05,21:00:00,70
07/29/05,21:30:00,57
07/29/05,22:00:00,43
07/29/05,22:30:00,29
07/29/05,23:00:00,14
07/29/05,23:30:00,0
07/30/05,00:00:00,0
07/30/05,00:30:00,0
07/30/05,01:00:00,0
07/30/05,01:30:00,0
07/30/05,02:00:00,0
07/30/05,02:30:00,0
07/30/05,03:00:00,0
07/30/05,03:30:00,0
07/30/05,04:00:00,0
07/30/05,04:30:00,0
07/30/05,05:00:00,0
07/30/05,05:30:00,0
07/30/05,06:00:00,1
07/30/05,06:30:00,3
07/30/05,07:00:00,3
07/30/05,07:30:00,4
07/30/05,08:00:00,4
07/30/05,08:30:00,5
07/30/05,09:00:00,7
07/30/05,09:30:00,9
07/30/05,10:00:00,11
07/30/05,10:30:00,13
07/30/05,11:00:00,15
07/30/05,11:30:00,18
07/30/05,12:00:00,22
07/30/05,12:30:00,26
07/30/05,13:00:00,29
07/30/05,13:30:00,32
07/30/05,14:00:00,32
07/30/05,14:30:00,32
07/30/05,15:00:00,35
07/30/05,15:30:00,35
07/30/05,16:00:00,36
07/30/05,16:30:00,39
07/30/05,17:00:00,41
07/30/05,17:30:00,42
07/30/05,18:00:00,43
07/30/05,18:30:00,42
07/30/05,19:00:00,39
07/30/05,19:30:00,35
07/30/05,20:00:00,31
07/30/05,20:30:00,27
07/30/05,21:00:00,22
07/30/05,21:30:00,17
07/30/05,22:00:00,13
07/30/05,22:30:00,9
07/30/05,23:00:00,3
07/30/05,23:30:00,0
